GEO/TIME,GDP,SENTIMENT,SNP_VOL,SNP_CLOSE,US_BOND_YIELD,BRENT,EA_PMI,DAX_CLOSE,DAX_VOL,LT_BOND_YIELD
2007Q4,0.01721885,-0.025377644,0.18983316,-0.103803614,0.377428273,-0.159544199,0.094587474,-0.027645377,-0.150376542,0.008219916
2008Q1,-0.004900031,-0.053626782,-0.024491023,0.008455113,-0.268601588,0.016343782,0.2523297,-0.057843137,0.111173975,0.12102379
2008Q2,0.006683532,-0.057975762,0.332615533,-0.085932754,0.269565589,-0.084590293,-0.057662209,-0.061394381,-0.014002037,0.084113264
2008Q3,-0.012451008,-0.137343533,0.105658282,-0.255162691,0.141865065,-0.227688938,-0.522188875,-0.201773836,-0.210689388,0.762949522
2008Q4,-0.007927117,-0.185409109,0.025900692,-0.147891801,-0.265095543,-0.152116362,-0.187095987,-0.061111111,-0.065532657,0.284925611
2009Q1,-0.128575651,-0.035131123,-0.038408542,0.149408184,-0.195160045,0.183589107,0.321005251,0.022189349,0.179929988,-0.383192543
2009Q2,-0.013190886,0.055897436,-0.125638175,0.130532924,-0.154046445,0.134514229,0.161905844,0.12301013,0.009592563,0.502518693
2009Q3,0.004124319,0.077221952,-0.140545331,0.059291787,0.096295037,0.031959267,0.094281525,0.12757732,0.022235283,-0.298593468
2009Q4,-0.010879664,0.138863841,-0.030269893,0.031066364,0.109134033,0.021323227,0.021707088,0.075428571,0.057589115,-0.284513985
2010Q1,0.007699533,0.064133017,0.269777901,-0.012240911,0.183162631,0.040594356,0.029639344,0.040382572,-0.101658059,-0.128079332
2010Q2,0.01257098,0.03125,-0.266301067,-0.004439323,-0.269515184,0.01310008,-0.02152592,0.024514811,-0.203126576,-0.095594397
2010Q3,0.004433032,0.085497835,-0.0093575,0.100032501,-0.069538963,0.103913123,0.125574937,0.026919242,0.102898367,-0.046594745
2010Q4,0.023671136,0.016949153,-0.065104623,0.087732814,0.203920992,0.058753545,0.21387818,0.031067961,0.175809043,-0.049635543
2011Q1,0.019130414,0.035947713,0.017851171,0.022918533,0.212353892,0.037084578,0.118140244,-0.02165725,-0.072418505,0.183564646
2011Q2,0.01419407,-0.029968455,0.192138331,-0.09600814,0.478780754,-0.168530664,-0.034253579,-0.092396535,-0.269044613,0.003024131
2011Q3,0.008638866,-0.070569106,-0.120513293,0.031645065,-0.2046834,-0.017191616,-0.034792071,-0.016967126,-0.119907874,0.150627615
2011Q4,0.010847335,0.00069979,-0.05923507,0.087469996,0.036916278,0.117675871,0.083122581,0.002157497,-0.019954204,-0.090855615
2012Q1,0.005365467,-0.005244755,0.00583706,-0.003954426,-0.112267642,-0.040468758,-0.085014206,-0.033369214,-0.139686248,-0.041291689
2012Q2,0.006370843,-0.012653779,-0.123703716,0.038367237,-0.058451738,0.078045563,0.011037663,-0.054565702,-0.090009699,-0.06742745
2012Q3,0.020615595,0.012815949,-0.016616121,0.006615293,-0.199236695,0.062947075,0.00431821,-0.005889282,0.076103176,-0.161776316
2012Q4,0.004384066,0.043233743,0.019173275,0.076965023,0.164043395,0.046436659,0.021861563,0.046208531,0.134112519,-0.023153599
2013Q1,0.006013903,0.006738545,0.06947345,0.055131188,-0.181784,0.038978579,-0.088153371,-0.013590034,0.103406114,-0.07616905
2013Q2,0.010777455,0.012048193,-0.128704702,0.034265574,-0.15813142,0.03103613,0.075000812,0.039035591,0.259616906,0.074099843
2013Q3,0.007313273,-0.030092593,0.030893335,0.082087896,-0.157924569,0.120842391,-0.009612769,0.060773481,0.044237778,-0.04048583
2013Q4,0.012521176,0.032730992,0.059678686,0.019160147,0.156857092,0.02011658,-0.009553459,0.035416667,-0.031291371,-0.147848101
2014Q1,0.011077742,-0.020798944,-0.087270044,0.045947141,-0.131384084,0.028895637,0.014175655,0.011066398,-0.053174307,-0.08902753
2014Q2,0.006300427,-0.036075523,-0.03597425,0.024026701,0.0058558,-0.034977371,-0.071801884,-0.015920398,-0.028080304,-0.163387325
2014Q3,0.003697349,0.043022036,0.244020555,0.040326226,0.227807266,0.02685245,-0.249648083,0.005055612,-0.095585257,-0.188279626
2014Q4,0.003836369,-0.019450034,-0.064171743,0.003722022,0.014467161,0.169987121,-0.294315257,0.006036217,-0.1624123,-0.568272771
2015Q1,0.003771022,0.00376197,-0.055295448,0.01437077,-0.085721861,-0.007309593,0.14423493,0.027,0.154161469,0.464219503
2015Q2,0.007745988,0.001362862,0.152398062,-0.041553642,0.154800233,-0.076428187,-0.18575751,0.006815969,-0.00169858,0.278804761
2015Q3,0.00651394,0.029261653,0.011961074,0.0346328,-0.145072182,0.055925433,-0.132647644,0.01934236,0.026759474,-0.102970297
2015Q4,0.003225935,-0.005289256,0.133072439,-0.043764135,0.192677545,-0.112701033,-0.226608523,-0.027514231,-0.177915035,-0.163355408
2016Q1,0.005637158,-0.018278498,-0.112325064,0.055443081,-0.109310717,0.024702785,0.350974379,0.009756098,-0.057907275,-0.26121372
2016Q2,0.006543108,0.020649966,-0.09904546,0.040202137,-0.063469299,0.048676536,0.005784579,0.000966184,-0.098618946,-0.464285714
2016Q3,0.00989303,0.040464345,0.064461033,0.007826103,0.043858395,0.042783314,0.074257426,0.021235521,0.434613724,0.4
2016Q4,0.012242718,-0.012113485,-0.06569975,0.067253828,-0.024860366,0.088336122,0.09135267,0.012287335,0.083784597,0.142857143
2017Q1,0.011480803,-0.010003227,0.021166819,0.030574299,-0.021665197,0.047518961,-0.074701937,0.013071895,-0.058986815,-0.041666667
2017Q2,0.008524721,0.0410691,-0.114009441,0.033506893,-0.07358037,-0.010038989,0.04912422,0.02764977,-0.006047198,0.065217391
2017Q3,0.01036133,-0.002817783,0.045834768,0.058319518,0.00363785,0.058596416,0.180771445,0.019730942,0.068110996,0.040816327
2017Q4,0.008970863,0.003139717,0.112344755,0.035719849,0.292559786,-0.036994788,0.085757625,-0.009674582,0.15712698,0.411764706
2018Q1,0.008549846,0.028169014,-0.043399249,-0.013061059,-0.079473201,-0.005277032,0.115158168,-0.005328597,0.033377356,-0.069444444
2018Q2,0.012053041,0.00761035,-0.118690829,0.069390673,-0.144397728,-0.002843855,0.009709172,-0.008928571,0.030905077,0.074626866
2018Q3,0.008665558,-0.004531722,0.298860762,-0.075654065,0.051174959,-0.110983213,-0.099836044,-0.027027027,-0.001690522,-0.013888889
2018Q4,0.012837396,-0.011836115,-0.101005015,0.043143295,-0.058110319,0.0285918,-0.067096584,-0.018518519,-0.123955746,-0.042253521
2019Q1,0.01402795,-0.003378378,-0.051540409,0.038046423,0.065343196,0.06590545,0.091076988,-0.023584906,-0.142912371,-0.25
2019Q2,0.011810268,0.000308166,0.030234269,0.028233783,-0.012024394,0.002376785,-0.101465396,-0.017391304,-0.217861976,-0.598039216
2019Q3,0.003974138,-0.0021565,-0.009568448,0.059181096,-0.145214595,0.076478517,0.023897949,-0.007866273,0.035371011,-0.065365854
2019Q4,0.012897021,-0.005557271,0.457174164,-0.068547993,0.829716695,-0.115470618,-0.20454187,-0.055500496,-0.378945414,-0.268267223
2020Q1,0.007315853,-0.201490221,0.116974372,0.033396734,-0.149112574,-0.001400254,-0.41825271,-0.288562434,-0.425112108,0.390870185
2020Q2,-0.058640365,0.103810264,-0.241884628,0.118957318,-0.386563454,0.093789018,0.464159946,0.241887906,-0.008840354,-0.472820513
2020Q3,0.038817072,0.024304333,0.047823756,0.050642217,0.033363684,0.014386055,0.030879044,0.060570071,0.375131166,-0.836575875
2020Q4,0.015550775,0.042297111,0.133342825,0.079887975,0.009804782,0.09492919,0.373221946,0.024636058,0.640213658,0.535714286
2021Q1,0.017075258,0.085780271,-0.250087412,0.103015407,-0.167889088,0.091423364,0.131754905,0.207650273,0.082809956,1.240310078
2021Q2,0.012022796,-0.022181707,-0.19589969,0.042790303,-0.102770069,0.011979016,0.067360775,0.064253394,-0.125241676,-0.373702422
2021Q3,0.007203721,0.000932256,0.010776891,0.053917136,0.213259858,0.000720191,0.083253936,-0.043367347,0.10805501,3.922651934
2021Q4,0.012538826,,,,,,,,,
