GEO/TIME,GDP,SENTIMENT,SNP_VOL,SNP_CLOSE,US_BOND_YIELD,BRENT,EA_PMI,DAX_CLOSE,DAX_VOL,SOFIX,BG_BOND_YIELD
2016Q3,0.005400777,0.029870129,0.064461033,0.007826103,0.043858395,0.042783314,0.074257426,0.021235521,0.434613724,0.177698225,-0.020342784
2016Q4,0.008807759,-0.002522067,-0.06569975,0.067253828,-0.024860366,0.088336122,0.09135267,0.012287335,0.083784597,0.098936987,-0.072105952
2017Q1,0.006217139,-0.005689001,0.021166819,0.030574299,-0.021665197,0.047518961,-0.074701937,0.013071895,-0.058986815,0.094506303,-0.003524229
2017Q2,0.006884321,0.022886205,-0.114009441,0.033506893,-0.07358037,-0.010038989,0.04912422,0.02764977,-0.006047198,0.042918328,-0.053227233
2017Q3,0.006846721,0.006525792,0.045834768,0.058319518,0.00363785,0.058596416,0.180771445,0.019730942,0.068110996,-0.044988524,-0.24355622
2017Q4,0.00628286,0.016363074,0.112344755,0.035719849,0.292559786,-0.036994788,0.085757625,-0.009674582,0.15712698,0.017101232,-0.086419753
2018Q1,0.00743067,-0.009416768,-0.043399249,-0.013061059,-0.079473201,-0.005277032,0.115158168,-0.005328597,0.033377356,-0.058296271,0.013513514
2018Q2,0.005724412,-0.021772463,-0.118690829,0.069390673,-0.144397728,-0.002843855,0.009709172,-0.008928571,0.030905077,-0.020047488,-0.205333333
2018Q3,0.00615308,-0.026332288,0.298860762,-0.075654065,0.051174959,-0.110983213,-0.099836044,-0.027027027,-0.001690522,-0.056532205,-0.090604027
2018Q4,0.004162541,-0.019639407,-0.101005015,0.043143295,-0.058110319,0.0285918,-0.067096584,-0.018518519,-0.123955746,-0.01591912,-0.122878229
2019Q1,0.037901061,-0.007224959,-0.051540409,0.038046423,0.065343196,0.06590545,0.091076988,-0.023584906,-0.142912371,-0.005498575,-0.328986117
2019Q2,-0.002630352,0.017532252,0.030234269,0.028233783,-0.012024394,0.002376785,-0.101465396,-0.017391304,-0.217861976,-0.015263414,-0.18369906
2019Q3,-0.006421225,0.005851756,-0.009568448,0.059181096,-0.145214595,0.076478517,0.023897949,-0.007866273,0.035371011,-0.027439184,-0.078341014
2019Q4,0.00269872,-0.02973497,0.457174164,-0.068547993,0.829716695,-0.115470618,-0.20454187,-0.055500496,-0.378945414,-0.075426999,-0.141666667
2020Q1,-0.00206286,-0.293804131,0.116974372,0.033396734,-0.149112574,-0.001400254,-0.41825271,-0.288562434,-0.425112108,-0.124266404,1.699029126
2020Q2,-0.073236513,0.129245283,-0.241884628,0.118957318,-0.386563454,0.093789018,0.464159946,0.241887906,-0.008840354,-0.040792954,-0.550359712
2020Q3,0.030949053,0.015873016,0.047823756,0.050642217,0.033363684,0.014386055,0.030879044,0.060570071,0.375131166,0.000454472,-0.04
2020Q4,0.014067505,0.046875,0.133342825,0.079887975,0.009804782,0.09492919,0.373221946,0.024636058,0.640213658,0.152787188,-0.35
2021Q1,0.017864664,0.168499607,-0.250087412,0.103015407,-0.167889088,0.091423364,0.131754905,0.207650273,0.082809956,0.073769068,-0.153846154
2021Q2,0.009157888,0.012100841,-0.19589969,0.042790303,-0.102770069,0.011979016,0.067360775,0.064253394,-0.125241676,0.071039815,0.287878788
2021Q3,0.008370551,-0.024244437,0.010776891,0.053917136,0.213259858,0.000720191,0.083253936,-0.043367347,0.10805501,0.069951797,1.470588235
2021Q4,0.010449265,,,,,,,,,,
